"# Fecha de decodificación: 2025-04-30 04:02:35;;;;"
"# Protocolo: OBD2;;;;"
";;;;"
"CAN;05/03/2025 09:28:46AM;DOBACK003;5;1"
"Timestamp,length,response,service,ParameterID_Service01,S1_PID_0C_EngineRPM,S1_PID_0D_VehicleSpeed,S1_PID_03_FuelSystemStatus;;;;"
"09:28:52AM,8,4,Show current data,length,0.0,,;;;;"
"09:28:53AM,8,4,Show current data,length,,0.0,;;;;"
"09:28:53AM,8,4,Show current data,length,,,256.0;;;;"
"09:28:54AM,8,4,Show current data,length,0.0,,;;;;"
"09:28:54AM,8,4,Show current data,length,,0.0,;;;;"
"09:28:56AM,8,4,Show current data,length,,,256.0;;;;"
"09:28:56AM,8,4,Show current data,length,0.0,,;;;;"
"09:28:58AM,8,4,Show current data,length,,0.0,;;;;"
"09:28:58AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:03AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:03AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:04AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:04AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:05AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:05AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:06AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:06AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:07AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:07AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:09AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:09AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:15AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:16AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:17AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:18AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:18AM,8,4,Show current data,length,0.0,,;;;;"
"09:29:21AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:21AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:21AM,8,4,Show current data,length,895.5,,;;;;"
"09:29:24AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:24AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:25AM,8,4,Show current data,length,1018.0,,;;;;"
"09:29:25AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:29AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:34AM,8,4,Show current data,length,932.5,,;;;;"
"09:29:35AM,8,4,Show current data,length,,0.0,;;;;"
"09:29:36AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:36AM,8,4,Show current data,length,1273.0,,;;;;"
"09:29:37AM,8,4,Show current data,length,,5.0,;;;;"
"09:29:37AM,8,4,Show current data,length,,,256.0;;;;"
"09:29:37AM,8,4,Show current data,length,,6.0,;;;;"
"09:29:37AM,8,4,Show current data,length,1382.25,,;;;;"
"09:29:40AM,8,4,Show current data,length,,10.0,;;;;"
"09:29:40AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:41AM,8,4,Show current data,length,1549.75,,;;;;"
"09:29:41AM,8,4,Show current data,length,,12.0,;;;;"
"09:29:42AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:42AM,8,4,Show current data,length,1708.5,,;;;;"
"09:29:43AM,8,4,Show current data,length,,13.0,;;;;"
"09:29:43AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:44AM,8,4,Show current data,length,1765.25,,;;;;"
"09:29:44AM,8,4,Show current data,length,,13.0,;;;;"
"09:29:45AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:45AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:46AM,8,4,Show current data,length,1332.5,,;;;;"
"09:29:46AM,8,4,Show current data,length,,19.0,;;;;"
"09:29:47AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:47AM,8,4,Show current data,length,1427.5,,;;;;"
"09:29:48AM,8,4,Show current data,length,,21.0,;;;;"
"09:29:49AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:50AM,8,4,Show current data,length,1520.5,,;;;;"
"09:29:50AM,8,4,Show current data,length,,22.0,;;;;"
"09:29:51AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:51AM,8,4,Show current data,length,1569.75,,;;;;"
"09:29:52AM,8,4,Show current data,length,,23.0,;;;;"
"09:29:52AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:53AM,8,4,Show current data,length,,,512.0;;;;"
"153:165:16,8,4,Show current data,length,1893.5,,;;;;"
"09:29:56AM,8,4,Show current data,length,,27.0,;;;;"
"09:29:57AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:58AM,8,4,Show current data,length,1709.5,,;;;;"
"09:29:59AM,8,4,Show current data,length,,25.0,;;;;"
"09:29:59AM,8,4,Show current data,length,,,512.0;;;;"
"09:29:59AM,8,4,Show current data,length,1721.25,,;;;;"
"09:29:59AM,8,4,Show current data,length,,25.0,;;;;"
"09:29:59AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:02AM,8,4,Show current data,length,1827.25,,;;;;"
"09:30:02AM,8,4,Show current data,length,1808.5,,;;;;"
"09:30:02AM,8,4,Show current data,length,,26.0,;;;;"
"09:30:06AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:06AM,8,4,Show current data,length,1914.0,,;;;;"
"09:30:06AM,8,4,Show current data,length,,28.0,;;;;"
"09:30:08AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:08AM,8,4,Show current data,length,1969.5,,;;;;"
"09:30:10AM,8,4,Show current data,length,,29.0,;;;;"
"09:30:12AM,8,4,Show current data,length,,29.0,;;;;"
"09:30:12AM,8,4,Show current data,length,2029.75,,;;;;"
"09:30:12AM,8,4,Show current data,length,,29.0,;;;;"
"09:30:12AM,8,4,Show current data,length,,,256.0;;;;"
"09:30:12AM,8,4,Show current data,length,,29.0,;;;;"
"09:30:16AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:16AM,8,4,Show current data,length,,31.0,;;;;"
"09:30:16AM,8,4,Show current data,length,,31.0,;;;;"
"09:30:16AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:16AM,8,4,Show current data,length,,31.0,;;;;"
"09:30:16AM,8,4,Show current data,length,2139.5,,;;;;"
"09:30:16AM,8,4,Show current data,length,,31.0,;;;;"
"09:30:16AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:21AM,8,4,Show current data,length,,31.0,;;;;"
"09:30:21AM,8,4,Show current data,length,2103.25,,;;;;"
"09:30:22AM,8,4,Show current data,length,,30.0,;;;;"
"09:30:24AM,8,4,Show current data,length,,,256.0;;;;"
"09:30:24AM,8,4,Show current data,length,2011.25,,;;;;"
"09:30:25AM,8,4,Show current data,length,,29.0,;;;;"
"09:30:25AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:27AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:27AM,8,4,Show current data,length,2668.25,,;;;;"
"09:30:27AM,8,4,Show current data,length,,39.0,;;;;"
"09:30:28AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:35AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:35AM,8,4,Show current data,length,2879.75,,;;;;"
"09:30:35AM,8,4,Show current data,length,,42.0,;;;;"
"09:30:35AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:36AM,8,4,Show current data,length,2881.5,,;;;;"
"09:30:36AM,8,4,Show current data,length,,42.0,;;;;"
"09:30:37AM,8,4,Show current data,length,2335.75,,;;;;"
"09:30:38AM,8,4,Show current data,length,,34.0,;;;;"
"09:30:39AM,8,4,Show current data,length,,,256.0;;;;"
"09:30:39AM,8,4,Show current data,length,1851.0,,;;;;"
"09:30:40AM,8,4,Show current data,length,,,256.0;;;;"
"09:30:42AM,8,4,Show current data,length,1702.75,,;;;;"
"09:30:42AM,8,4,Show current data,length,,25.0,;;;;"
"09:30:44AM,8,4,Show current data,length,,,256.0;;;;"
"09:30:45AM,8,4,Show current data,length,,24.0,;;;;"
"09:30:46AM,8,4,Show current data,length,2069.0,,;;;;"
"09:30:47AM,8,4,Show current data,length,,30.0,;;;;"
"09:30:47AM,8,4,Show current data,length,,,1024.0;;;;"
"09:30:50AM,8,4,Show current data,length,2416.75,,;;;;"
"09:30:50AM,8,4,Show current data,length,,35.0,;;;;"
"09:30:51AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:53AM,8,4,Show current data,length,2374.25,,;;;;"
"09:30:53AM,8,4,Show current data,length,,34.0,;;;;"
"09:30:54AM,8,4,Show current data,length,,,512.0;;;;"
"09:30:54AM,8,4,Show current data,length,2234.0,,;;;;"
"09:30:57AM,8,4,Show current data,length,,32.0,;;;;"
"09:30:57AM,8,4,Show current data,length,,,256.0;;;;"
"09:30:58AM,8,4,Show current data,length,1306.0,,;;;;"
"09:30:58AM,8,4,Show current data,length,,19.0,;;;;"
"09:30:59AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:00AM,8,4,Show current data,length,2310.0,,;;;;"
"09:31:01AM,8,4,Show current data,length,,34.0,;;;;"
"09:31:01AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:02AM,8,4,Show current data,length,,45.0,;;;;"
"09:31:02AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:03AM,8,4,Show current data,length,2977.25,,;;;;"
"09:31:03AM,8,4,Show current data,length,,43.0,;;;;"
"09:31:04AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:04AM,8,4,Show current data,length,2924.25,,;;;;"
"09:31:05AM,8,4,Show current data,length,,42.0,;;;;"
"09:31:05AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:06AM,8,4,Show current data,length,2900.75,,;;;;"
"09:31:06AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:08AM,8,4,Show current data,length,2857.25,,;;;;"
"09:31:08AM,8,4,Show current data,length,,41.0,;;;;"
"09:31:09AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:09AM,8,4,Show current data,length,2751.0,,;;;;"
"09:31:10AM,8,4,Show current data,length,,40.0,;;;;"
"09:31:10AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:11AM,8,4,Show current data,length,2431.75,,;;;;"
"09:31:11AM,8,4,Show current data,length,,35.0,;;;;"
"09:31:16AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:16AM,8,4,Show current data,length,2376.0,,;;;;"
"09:31:16AM,8,4,Show current data,length,,34.0,;;;;"
"09:31:16AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:17AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:17AM,8,4,Show current data,length,2431.0,,;;;;"
"09:31:18AM,8,4,Show current data,length,,35.0,;;;;"
"09:31:19AM,8,4,Show current data,length,,,1024.0;;;;"
"09:31:20AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:22AM,8,4,Show current data,length,3196.5,,;;;;"
"09:31:23AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:24AM,8,4,Show current data,length,1815.0,,;;;;"
"09:31:28AM,8,4,Show current data,length,1850.5,,;;;;"
"09:31:29AM,8,4,Show current data,length,,38.0,;;;;"
"09:31:29AM,8,4,Show current data,length,,38.0,;;;;"
"09:31:31AM,8,4,Show current data,length,2440.5,,;;;;"
"09:31:31AM,8,4,Show current data,length,,35.0,;;;;"
"09:31:32AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:32AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:33AM,8,4,Show current data,length,1733.0,,;;;;"
"09:31:34AM,8,4,Show current data,length,1094.75,,;;;;"
"09:31:36AM,8,4,Show current data,length,,16.0,;;;;"
"09:31:36AM,8,4,Show current data,length,,,256.0;;;;"
"09:31:36AM,8,4,Show current data,length,1181.25,,;;;;"
"09:31:37AM,8,4,Show current data,length,,18.0,;;;;"
"09:31:38AM,8,4,Show current data,length,,,512.0;;;;"
"09:31:40AM,8,4,Show current data,length,909.25,,;;;;"
"09:31:40AM,8,4,Show current data,length,830.75,,;;;;"
"09:31:40AM,8,4,Show current data,length,,6.0,;;;;"
";;;;"
"CAN;05/03/2025 09:32:12AM;DOBACK003;5;2"
"Timestamp,length,response,service,ParameterID_Service01,S1_PID_0C_EngineRPM,S1_PID_0D_VehicleSpeed,S1_PID_03_FuelSystemStatus;;;;"
"09:32:13AM,8,4,Show current data,length,729.75,,;;;;"
"09:32:16AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:18AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:18AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:20AM,8,4,Show current data,length,1261.5,,;;;;"
"09:32:21AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:21AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:21AM,8,4,Show current data,length,765.5,,;;;;"
"09:32:26AM,8,4,Show current data,length,785.0,,;;;;"
"09:32:26AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:29AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:29AM,8,4,Show current data,length,731.0,,;;;;"
"09:32:30AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:30AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:37AM,8,4,Show current data,length,963.25,,;;;;"
"09:32:37AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:39AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:44AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:44AM,8,4,Show current data,length,822.25,,;;;;"
"09:32:46AM,8,4,Show current data,length,792.25,,;;;;"
"09:32:47AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:49AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:49AM,8,4,Show current data,length,771.0,,;;;;"
"09:32:53AM,8,4,Show current data,length,,0.0,;;;;"
"09:32:58AM,8,4,Show current data,length,,,512.0;;;;"
"09:32:59AM,8,4,Show current data,length,772.0,,;;;;"
"09:33:02AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:03AM,8,4,Show current data,length,,,512.0;;;;"
"09:33:06AM,8,4,Show current data,length,1279.25,,;;;;"
"09:33:06AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:09AM,8,4,Show current data,length,,,512.0;;;;"
"09:33:09AM,8,4,Show current data,length,927.25,,;;;;"
"09:33:10AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:10AM,8,4,Show current data,length,,,512.0;;;;"
"09:33:13AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:14AM,8,4,Show current data,length,776.0,,;;;;"
"09:33:14AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:15AM,8,4,Show current data,length,,,256.0;;;;"
"09:33:15AM,8,4,Show current data,length,169.0,,;;;;"
"09:33:17AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:18AM,8,4,Show current data,length,,,256.0;;;;"
"09:33:19AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:21AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:22AM,8,4,Show current data,length,,,256.0;;;;"
"09:33:22AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:23AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:25AM,8,4,Show current data,length,,,256.0;;;;"
"09:33:26AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:27AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:27AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:30AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:32AM,8,4,Show current data,length,,,256.0;;;;"
"09:33:32AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:35AM,8,4,Show current data,length,,0.0,;;;;"
"09:33:38AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:38AM,8,4,Show current data,length,0.0,,;;;;"
"09:33:42AM,8,4,Show current data,length,,,256.0;;;;"
